2200,620791.13,3041780.15,29.87,CB INV -2.76FT
2201,620873.11,3041781.81,29.39,CB INV -3.54FT
2202,620874.65,3041703.56,30.08,CB INV -4.89FT
2203,620874.91,3041710.16,29.78,CB INV -4.89FT
2204,620759.34,3041632.68,29.76,CB INV -3.425FT
2205,620914.67,3041480.31,28.42,CB INV -5.465FT
2206,620980.13,3042810.73,25.22,DITCH INTERSECTION
2207,621165.24,3042869.1,26.71,SWALE INV
2208,621163.74,3043248.98,27.71,SWALE INV START
